PRCP,TMAX,TMIN,
0,47,35,0
0,48,43,0
0,51,43,0
0.02,47,38,1
0.06,47,37,1
0,53,37,0
0,50,34,0
0,50,29,0
0,50,34,0
0.01,49,39,1
0.34,43,37,1
0.22,46,38,1
1.16,51,43,1
1.47,54,50,1
0,68,51,0
0.35,56,46,1
0.27,54,40,1
0,57,36,0
0.01,58,39,1
0.42,52,43,1
0.3,60,44,1
0.23,56,46,1
0.24,56,48,1
0.1,53,44,1
0.07,53,42,1
0,56,40,0
0.31,53,43,1
0.19,52,41,1
0.1,51,40,1
0,53,40,0
0,55,40,0
0,62,41,0
0,60,37,0
0.05,54,41,1
0,58,38,0
0.04,51,39,1
0,54,36,0
0,55,35,0
0,57,35,0
0,65,42,0
0,68,38,0
0,75,45,0
0,82,43,0
0,69,49,0
0.23,52,46,1
0,60,46,0
0.1,58,44,1
0.05,60,43,1
0.51,58,42,1
0,53,41,0
0,60,39,0
0.29,53,40,1
0.07,52,40,1
0,56,38,0
0,65,45,0
0.38,60,47,1
0,55,48,0
0.04,55,45,1
0.05,52,38,1
0,53,37,0
0,57,34,0
0,59,36,0
0,63,42,0
0,55,44,0
0,66,43,0
0,58,39,0
0,62,39,0
0,78,45,0
0,81,47,0
0.02,70,51,1
0,72,46,0
0.87,59,47,1
0.12,56,42,1
0.22,54,43,1
0,68,49,0
0,70,52,0
0,73,48,0
0,77,51,0
0,81,54,0
0,84,56,0
0,81,54,0
0,77,48,0
0.22,66,51,1
0.07,59,46,1
0.02,67,46,1
0.34,64,53,1
0,60,48,0
0,64,41,0
0,62,44,0
0,59,44,0
0,64,40,0
0,68,42,0
0,71,46,0
0,64,46,0
0,69,47,0
0,71,45,0
0,59,46,0
0,60,50,0
0,59,50,0
0.04,62,48,1
0.26,66,47,1
1.06,61,49,1
0.03,59,48,1
0.01,63,46,1
0,70,48,0
0,79,52,0
0,77,52,0
0,64,53,0
0,68,51,0
0,79,50,0
0,62,51,0
0,61,48,0
0,68,49,0
0,77,49,0
0,76,53,0
0,75,53,0
0,77,50,0
0.01,65,48,1
0,63,46,0
0,71,46,0
0,77,49,0
0,79,49,0
0.09,62,53,1
0.05,64,51,1
0,69,50,0
0,71,51,0
0,79,53,0
0,85,57,0
0,88,57,0
0,85,56,0
0,84,53,0
0,93,59,0
0,83,56,0
0,77,54,0
0,66,56,0
0,73,55,0
0.07,64,54,1
0,67,54,0
0,68,52,0
0,68,54,0
0,65,53,0
0.09,66,52,1
0,76,50,0
0,85,58,0
0,86,56,0
0,86,56,0
0,85,54,0
0,73,53,0
0,69,52,0
0.02,79,49,1
0.21,80,57,1
0,72,55,0
0,80,56,0
0,83,55,0
0,65,54,0
0,75,56,0
0,75,56,0
0,73,55,0
0,77,54,0
0,75,54,0
0,76,52,0
0,76,53,0
0,74,52,0
0,70,54,0
0,75,54,0
0,78,55,0
0,88,55,0
0,82,55,0
0,71,53,0
0,78,55,0
0,85,55,0
0,89,59,0
0,81,57,0
0,66,56,0
0,78,58,0
0.16,64,53,1
0.01,66,55,1
0.12,69,56,1
0,66,55,0
0,68,53,0
0,75,49,0
0,79,53,0
0,77,51,0
0,70,55,0
0,75,51,0
0,79,54,0
0,81,55,0
0,84,54,0
0,85,52,0
0,76,56,0
0,83,55,0
0,74,52,0
0,82,57,0
0,88,57,0
0,92,61,0
0,91,59,0
0,70,54,0
0,73,50,0
0,77,51,0
0,82,54,0
0,82,56,0
0,80,54,0
0,72,53,0
0,75,49,0
0,80,51,0
0,61,55,0
0.06,62,55,1
0,68,54,0
0.46,61,50,1
0.08,64,49,1
0,64,50,0
0,71,45,0
0,73,50,0
0,77,49,0
0,83,54,0
0,83,54,0
0,82,53,0
0,79,55,0
0,62,55,0
0,62,54,0
0.31,65,46,1
0,67,44,0
0,72,47,0
0,79,52,0
0,81,51,0
0,89,51,0
0,66,55,0
0,70,56,0
0,69,52,0
0,71,48,0
0,76,51,0
0,74,49,0
0,63,50,0
0,74,50,0
0,77,45,0
0,76,42,0
0,65,44,0
0,64,41,0
0.02,54,44,1
0,61,39,0
0,63,45,0
0,60,43,0
0,60,42,0
0,68,45,0
0,69,42,0
0,66,40,0
0,57,40,0
0,57,42,0
0,56,49,0
0.03,60,49,1
0,59,43,0
0,54,42,0
0,60,40,0
0,65,44,0
0.03,65,53,1
0.23,58,54,1
0.07,55,50,1
0,54,47,0
0,59,45,0
0,54,44,0
0,58,45,0
0,54,44,0
0,61,50,0
0,64,48,0
0.13,60,48,1
0.32,59,47,1
0.68,56,51,1
0.04,58,50,1
0.58,53,42,1
0,51,41,0
0.25,51,42,1
0.53,45,33,1
0,51,32,0
0,53,42,0
0,60,47,0
0,64,49,0
0.03,51,46,1
0.19,49,44,1
0.03,52,43,1
0.19,54,39,1
0,49,38,0
0,52,36,0
0,51,37,0
0,46,31,0
0.01,46,35,1
0.16,54,42,1
1.16,49,42,1
0.53,53,42,1
0.57,53,44,1
0.04,48,39,1
0.79,51,35,1
0.44,51,45,1
0.04,50,42,1
0.02,50,42,1
1.36,55,41,1
0.1,48,39,1
0,45,34,0
0.14,40,31,1
0,35,27,0
0.13,40,29,1
0,38,26,0
0.04,38,30,1
0,40,27,0
0.02,41,32,1
0,42,27,0
0.3,43,29,1
0.15,44,36,1
0.23,42,34,1
0,38,30,0
0,41,30,0
0,39,27,0
0,40,25,0
0,42,31,0
0,48,34,0
0.05,46,36,1
0,46,32,0
0,45,32,0
0,42,28,0
0,40,23,0
0,43,28,0
0,43,37,0
0,46,37,0
0,46,36,0
0,48,34,0
0.3,42,34,1
0.35,47,36,1
0.07,45,40,1
0.13,45,37,1
0.2,45,37,1
0.39,48,38,1
1.61,54,41,1
0.18,46,38,1
0.05,43,34,1
0,45,35,0
0,46,33,0
0,45,33,0
0.1,49,37,1
0,47,35,0
0.09,45,35,1
0,46,35,0
0,42,28,0
0,48,35,0
0,44,32,0
0,54,37,0
0.59,51,44,1
0,49,36,0
0.01,39,33,1
0,35,29,0
0,38,22,0
0.01,40,25,1
0,43,38,0
0,47,32,0
0,49,33,0
0,47,40,0
0.06,49,45,1
0.24,50,44,1
0.16,47,43,1
0.02,50,45,1
0,52,43,0
0,52,43,0
0,50,41,0
0.11,46,40,1
0,47,37,0
0,50,34,0
0.05,48,40,1
0,50,35,0
0,53,39,0
0,48,36,0
0,45,36,0
0,52,36,0
0,58,35,0
0,59,38,0
0,59,39,0
0,61,37,0
0,59,40,0
0,62,42,0
0.06,60,47,1
0,52,45,0
0.1,51,43,1
0,51,36,0
0.14,49,40,1
0.15,49,38,1
0,50,37,0
0,53,35,0
0.47,47,43,1
0.03,47,36,1
0,51,34,0
0,55,32,0
0,55,33,0
0,56,38,0
0,53,36,0
0,58,33,0
0,63,35,0
0,63,35,0
0,66,36,0
0,62,44,0
0.1,54,40,1
0.04,52,39,1
0.24,54,41,1
0.33,52,40,1
0.42,44,39,1
0.45,53,41,1
0.96,49,36,1
0,50,35,0
0.25,50,34,1
0.07,53,38,1
0,55,37,0
0,58,44,0
0.05,54,43,1
0.7,50,45,1
0.22,50,39,1
0.02,50,38,1
0.64,51,39,1
0.59,52,38,1
0.04,51,36,1
0,54,39,0
0,68,37,0
0,74,43,0
0,64,44,0
0,73,43,0
0.01,58,48,1
0,58,48,0
0,64,49,0
0.13,56,49,1
0.06,49,46,1
0,61,39,0
0,65,45,0
0,68,48,0
0.03,53,44,1
0.05,54,43,1
0,53,39,0
0.1,53,37,1
0,58,40,0
0,67,39,0
0,71,47,0
0.13,63,47,1
0.28,52,40,1
0.15,52,39,1
0.01,51,39,1
0.33,47,41,1
0.06,54,40,1
0,57,43,0
0,60,42,0
0.02,55,43,1
0,66,40,0
0,70,46,0
0,69,50,0
0,79,53,0
0,83,55,0
0.49,73,52,1
0.07,56,49,1
0,65,48,0
0.13,73,50,1
0.64,58,48,1
0.02,57,46,1
0.08,59,46,1
0,64,48,0
0,70,47,0
0,85,49,0
0.03,64,45,1
0,59,43,0
0,65,43,0
0,66,45,0
0.03,61,48,1
0.31,64,52,1
0.61,60,43,1
0,60,42,0
0,62,42,0
0.18,60,50,1
0.22,59,47,1
0.42,65,46,1
0.05,66,46,1
0.06,62,49,1
0.01,62,48,1
0.03,66,48,1
0.05,57,50,1
0,67,44,0
0.28,64,48,1
0.38,65,51,1
0,67,49,0
0,71,46,0
0,77,47,0
0,86,55,0
0,77,54,0
0,66,51,0
0,66,50,0
0,70,55,0
0,73,52,0
0,74,52,0
0,81,55,0
0.06,70,56,1
0,66,53,0
0,77,52,0
0,73,54,0
0,68,53,0
0,65,51,0
0,65,49,0
0,70,48,0
0,71,50,0
0.14,64,53,1
0.12,70,55,1
0,67,52,0
0,67,51,0
0.02,64,50,1
0,68,51,0
0,76,50,0
0,83,52,0
0,79,51,0
0,72,53,0
0,66,54,0
0.22,63,54,1
0,67,53,0
0,72,52,0
0,75,56,0
0,76,51,0
0,78,56,0
0,82,57,0
0,95,59,0
0,95,58,0
0,82,53,0
0,75,56,0
0,81,50,0
0,86,55,0
0,94,59,0
0,91,64,0
0,77,54,0
0,78,50,0
0,80,57,0
0,81,55,0
0,72,51,0
0,74,54,0
0,83,51,0
0,90,57,0
0,89,59,0
0,71,54,0
0,69,54,0
0,75,53,0
0,80,55,0
0,75,56,0
0,78,58,0
0,74,51,0
0,73,55,0
0,71,56,0
0,71,52,0
0.09,64,54,1
0.14,66,57,1
0,72,53,0
0,73,55,0
0,74,53,0
0,68,50,0
0,77,51,0
0,83,55,0
0,91,61,0
0,78,54,0
0,75,53,0
0,78,53,0
0,83,55,0
0,89,57,0
0.05,70,57,1
0,73,55,0
0,77,50,0
0,85,55,0
0,98,59,0
0,92,56,0
0,79,53,0
0,60,55,0
0,70,54,0
0,73,54,0
0,76,50,0
0.06,70,48,1
0,69,45,0
0,74,45,0
0,80,50,0
0,84,55,0
0,82,51,0
0,61,50,0
0.02,66,49,1
0.03,66,45,1
0.31,59,43,1
0.02,65,50,1
0,68,50,0
0,67,46,0
0,61,44,0
0.01,63,48,1
0.66,53,43,1
0.34,59,50,1
0.28,62,53,1
0.02,64,51,1
0,71,50,0
0,77,47,0
0,74,54,0
0,78,54,0
0,71,52,0
0,59,51,0
0,68,54,0
0.04,63,51,1
0,63,55,0
0,58,53,0
0,58,53,0
0,66,53,0
0,74,47,0
0,61,52,0
0,61,54,0
0.34,61,54,1
0.4,59,55,1
0.17,61,57,1
0.68,58,50,1
0,58,44,0
0.17,53,47,1
0,66,52,0
0,65,52,0
0.02,59,52,1
0,59,43,0
0,60,42,0
0,62,46,0
0,56,47,0
0,56,41,0
0,54,36,0
0,57,36,0
0,61,45,0
0.42,58,49,1
0,66,49,0
0.03,59,48,1
0.89,56,48,1
0.8,54,45,1
0.39,55,45,1
1.01,61,49,1
0,52,41,0
0.02,52,40,1
0.35,53,40,1
0.23,54,38,1
0.47,50,42,1
0.21,53,39,1
0.07,50,40,1
0,54,37,0
0,50,36,0
0.19,48,43,1
1.08,47,44,1
0.28,44,38,1
0,48,35,0
0.39,47,43,1
0.05,52,45,1
0.4,49,44,1
0.79,52,42,1
0.15,47,38,1
0.42,42,35,1
0,45,37,0
0,46,34,0
0.21,49,39,1
0,45,39,0
0,49,39,0
0,46,30,0
0,51,35,0
0.07,49,39,1
0,51,37,0
0,54,33,0
0.08,53,42,1
0.49,53,48,1
0,53,45,0
0,48,44,0
0,51,46,0
0,51,41,0
0.06,50,44,1
0.16,56,49,1
0,49,36,0
0,43,34,0
0,43,30,0
0,48,32,0
0,39,28,0
0.44,44,32,1
0.05,43,39,1
0.26,43,37,1
0.06,46,36,1
0.34,42,37,1
0.11,42,37,1
0.06,41,36,1
0,43,31,0
0,38,29,0
0,43,31,0
0.02,38,27,1
0.85,50,37,1
0.39,50,39,1
0.04,43,38,1
0.04,44,39,1
0.12,47,40,1
0.13,53,45,1
0.04,45,38,1
0.49,40,33,1
0.08,40,31,1
0,37,28,0
0.23,47,31,1
0.15,47,39,1
0,45,35,0
0,46,34,0
0.12,46,42,1
0.28,43,34,1
0.04,39,34,1
0.13,46,39,1
0.22,48,45,1
0.06,49,42,1
0.16,50,37,1
0,49,33,0
0.05,46,33,1
0.02,46,36,1
0.24,40,30,1
0,39,25,0
0,37,32,0
0,49,36,0
0.06,50,30,1
0,48,39,0
0,46,35,0
0,52,42,0
0.12,52,39,1
0,39,32,0
0.52,32,15,1
0.01,18,11,1
0,20,10,0
0,31,7,0
0,34,14,0
0,40,18,0
0,43,20,0
0,48,30,0
0,51,26,0
0,49,28,0
0,49,32,0
0,43,32,0
0,41,30,0
0,44,25,0
0,47,26,0
0.81,41,35,1
0.45,43,37,1
0.24,50,37,1
0.18,48,39,1
0.07,52,40,1
0.21,51,38,1
0.34,51,42,1
0.08,51,36,1
0.18,51,30,1
0.27,48,36,1
0,44,32,0
0.05,41,36,1
0.02,49,37,1
0.64,37,29,1
0.14,33,22,1
0,38,20,0
0,42,29,0
0.5,49,37,1
0.18,50,34,1
0.05,50,34,1
0.01,58,37,1
0.35,57,41,1
0.34,57,46,1
0.29,59,45,1
0.67,53,39,1
0.24,50,38,1
0.04,48,39,1
0.02,49,35,1
0.19,47,39,1
0.07,51,38,1
0.29,51,41,1
0.03,53,39,1
0.14,62,32,1
0.15,49,41,1
0,51,37,0
0,55,36,0
0.34,53,38,1
0.3,49,44,1
0.15,51,42,1
0.24,51,41,1
0.13,51,40,1
0.01,53,39,1
0.14,51,38,1
0.14,51,40,1
0.24,50,39,1
0.21,47,36,1
0.27,52,39,1
0.54,50,42,1
0.68,53,48,1
0.04,58,46,1
0,58,46,0
0,61,37,0
0,69,43,0
0,72,48,0
0,67,42,0
0,67,43,0
0,72,44,0
0,71,48,0
0,60,40,0
0,56,39,0
0,66,40,0
0,67,44,0
0.17,67,52,1
0.26,63,45,1
0,60,43,0
0.38,60,42,1
0,62,41,0
0,66,42,0
0.01,65,47,1
0,61,48,0
0,63,44,0
0,70,47,0
0,77,50,0
0,81,49,0
0,61,51,0
0,65,48,0
0,72,45,0
0,76,50,0
0,79,54,0
0,76,54,0
0,73,54,0
0,68,47,0
0.11,59,48,1
0.01,60,43,1
0.19,61,39,1
0,64,45,0
0,69,41,0
0,74,47,0
0,76,49,0
0,66,51,0
0.72,53,42,1
0.05,58,42,1
0,61,45,0
0,65,46,0
0,62,42,0
0.04,62,48,1
0.46,60,44,1
0,62,45,0
0,62,45,0
0.36,58,48,1
0.42,59,46,1
0.38,53,46,1
0.04,63,49,1
0,65,50,0
0,73,51,0
0,79,52,0
0,79,54,0
0,83,60,0
0,88,59,0
0,84,53,0
0,70,53,0
0,75,48,0
0,68,51,0
0,63,50,0
0,73,48,0
0,84,51,0
0,73,51,0
0.16,73,56,1
0.11,67,57,1
0,66,52,0
0,68,51,0
0,67,49,0
0,68,52,0
0.33,64,50,1
0,68,49,0
0,69,49,0
0,73,57,0
0,84,58,0
0,90,59,0
0,82,57,0
0,70,54,0
0,68,52,0
0.13,66,53,1
0.12,64,56,1
0.29,69,55,1
0.08,63,53,1
0.01,66,55,1
0.03,69,52,1
0,71,49,0
0,74,51,0
0,78,55,0
0,75,52,0
0,67,57,0
0,73,55,0
0,69,57,0
0,80,54,0
0,84,58,0
0,73,56,0
0,76,57,0
0,71,55,0
0.41,66,56,1
0,76,58,0
0,81,60,0
0,77,60,0
0,71,54,0
0,75,54,0
0,78,55,0
0,78,52,0
0,77,53,0
0,84,55,0
0,74,54,0
0,71,58,0
0,76,54,0
0,76,53,0
0.11,74,58,1
0,68,56,0
0,72,52,0
0,71,51,0
0,74,58,0
0,79,56,0
0,82,55,0
0,85,60,0
0,84,61,0
0,82,56,0
0,73,55,0
0,74,53,0
0,76,51,0
0,77,55,0
0,77,57,0
0.15,73,56,1
0,73,55,0
0,67,56,0
0,77,54,0
0,82,56,0
0,69,58,0
0.04,74,60,1
0.7,74,59,1
0,72,53,0
0,71,57,0
0,69,52,0
0,75,54,0
0,79,55,0
0,76,55,0
0,72,56,0
0,77,56,0
0,69,55,0
0,69,54,0
0.02,67,54,1
0,71,56,0
0,74,50,0
0,76,51,0
0,72,51,0
0,77,55,0
0,80,53,0
0,83,56,0
0,83,62,0
0,80,52,0
0,82,54,0
0,83,53,0
0,85,53,0
0,84,54,0
0,76,51,0
0.02,63,50,1
0.22,66,52,1
0,70,48,0
0,69,46,0
0,75,50,0
0,80,53,0
0,91,53,0
0,82,54,0
0,82,54,0
0.08,61,52,1
0.02,64,56,1
0,69,55,0
0,74,54,0
0.01,70,52,1
0.17,64,55,1
0,66,54,0
0,68,48,0
0,68,44,0
0.02,59,44,1
0,66,52,0
0,62,49,0
0,59,48,0
0,68,49,0
0,71,47,0
0.18,59,50,1
0.04,60,51,1
0.19,59,51,1
0.18,62,51,1
0,59,44,0
0,58,38,0
0,62,37,0
0,74,46,0
0.14,60,50,1
0,61,43,0
0.38,62,48,1
0.12,58,48,1
0.42,60,49,1
0.57,60,48,1
0.01,59,46,1
0.17,57,48,1
0.5,51,42,1
0,53,43,0
0.06,54,41,1
0,50,37,0
0,48,35,0
0,54,42,0
0,57,37,0
0,49,35,0
0.21,56,47,1
0.47,57,49,1
0,55,47,0
0.06,52,46,1
0,53,41,0
0.09,56,49,1
0.19,60,55,1
0.86,56,49,1
1.28,49,43,1
0.49,48,40,1
0.26,48,41,1
0,49,40,0
0,50,38,0
0.48,49,44,1
0,49,44,0
0,54,43,0
0.17,52,46,1
0.07,54,47,1
0.06,52,40,1
0,48,39,0
0.63,52,40,1
0.37,46,39,1
0.39,48,39,1
0.05,50,37,1
0,53,37,0
0,50,34,0
0,51,40,0
0,51,36,0
0,54,37,0
1.09,50,44,1
0.97,56,47,1
1.41,57,50,1
0.08,55,48,1
0,51,47,0
0.51,50,43,1
0.04,51,44,1
0,50,39,0
0,46,34,0
0,43,30,0
0,44,29,0
0,45,33,0
0,43,31,0
0,42,32,0
0,41,33,0
0,40,33,0
0,40,34,0
0.01,46,38,1
0,49,44,0
0,51,40,0
0,46,37,0
0.01,53,43,1
0,50,43,0
0,43,40,0
0,40,33,0
0.29,42,30,1
0.04,45,39,1
0,46,38,0
0,47,42,0
0.34,49,38,1
0.02,46,33,1
0,44,33,0
0.15,45,40,1
0.25,50,44,1
0.85,54,45,1
0.92,53,43,1
0.56,53,43,1
0.4,48,43,1
2.83,53,42,1
0,44,36,0
0.01,49,36,1
0,50,39,0
0.07,51,43,1
0.05,48,44,1
0.05,47,41,1
0,47,40,0
0,48,35,0
0,47,26,0
0,48,28,0
0,49,32,0
0.12,46,40,1
0.45,46,40,1
0,48,37,0
0,47,37,0
0.38,46,37,1
0.02,40,32,1
0.26,48,38,1
0.7,45,40,1
0.36,42,38,1
0.26,42,33,1
0.7,41,32,1
0.08,45,37,1
0.15,49,40,1
0.48,51,37,1
0.06,44,34,1
0.24,43,35,1
0.11,40,33,1
0.23,39,32,1
0.13,43,35,1
0.06,49,43,1
0.23,51,48,1
0.13,50,32,1
0,38,29,0
0,36,25,0
0.02,34,22,1
0.25,37,33,1
0.34,38,30,1
0.53,32,23,1
0,38,20,0
0.09,43,22,1
0.56,46,34,1
0,47,41,0
0,51,38,0
0.01,52,33,1
0.02,53,45,1
0,52,39,0
0,54,37,0
0,65,37,0
0,65,37,0
0,62,32,0
0,64,35,0
0.04,53,44,1
0.01,57,43,1
0.01,55,45,1
0.19,48,43,1
0.39,48,37,1
0.28,40,34,1
0.45,47,38,1
0.02,48,34,1
0,49,32,0
0,50,33,0
0.32,52,32,1
0.14,53,39,1
0,59,36,0
0,60,41,0
0.37,57,48,1
0,59,45,0
0.07,59,45,1
0.03,58,45,1
0,60,40,0
0.22,50,39,1
0.04,49,38,1
0,56,38,0
0,61,41,0
0,61,34,0
0,62,36,0
0,67,37,0
0,60,39,0
0,49,41,0
0,58,45,0
0,60,42,0
0,59,47,0
0,63,40,0
0,65,43,0
0,66,40,0
0,65,40,0
0,56,41,0
0,55,40,0
0,57,41,0
0,70,41,0
0.17,62,49,1
0,59,44,0
0.36,54,47,1
0.05,62,51,1
0,73,47,0
0,77,50,0
0.15,56,47,1
0,59,46,0
0.03,58,48,1
0.13,57,49,1
0,60,47,0
0.48,57,46,1
0.34,53,45,1
0.01,58,44,1
0.28,56,44,1
0,50,43,0
0.29,47,41,1
0.18,59,41,1
0.07,59,44,1
0,65,40,0
0,61,44,0
0.11,62,50,1
0,70,50,0
0,77,48,0
0,75,46,0
0.38,57,40,1
0,57,40,0
0,63,39,0
0,70,45,0
0,59,48,0
0,61,48,0
0,61,48,0
0.05,57,44,1
0.02,57,43,1
0,57,43,0
0,63,46,0
0,61,46,0
0,60,46,0
0.02,64,47,1
0.18,60,48,1
0.08,67,47,1
0,62,49,0
0,55,47,0
0,61,43,0
0,66,45,0
0,67,45,0
0.03,64,52,1
0,69,52,0
0,64,49,0
0.96,70,49,1
0.15,56,48,1
0.06,57,48,1
0.08,67,50,1
1.08,62,48,1
0.06,63,46,1
0,66,49,0
0.57,62,52,1
0,65,49,0
0.14,67,51,1
0.7,59,48,1
0.07,58,46,1
0,64,50,0
0.23,61,50,1
0,67,50,0
0,76,52,0
0,70,51,0
0.01,64,50,1
0,72,50,0
0,73,51,0
0,72,54,0
0,75,58,0
0,84,57,0
0.02,73,55,1
0,68,53,0
0,72,50,0
0,68,50,0
0,71,50,0
0,73,51,0
0.02,73,56,1
0,79,55,0
0.01,72,57,1
0,70,53,0
0.39,63,51,1
0,73,50,0
0,79,57,0
0.17,77,57,1
0.01,73,55,1
0,76,56,0
0,80,57,0
0,81,57,0
0,85,59,0
0,89,62,0
0,87,66,0
0,83,55,0
0,84,57,0
0,88,57,0
0,78,54,0
0,79,51,0
0,82,56,0
0,85,60,0
0,90,59,0
0,94,61,0
0,87,58,0
0,70,57,0
0,67,55,0
0.01,62,56,1
0,66,58,0
0,75,55,0
0,82,55,0
0,91,60,0
0,88,58,0
0,71,58,0
0,71,55,0
0,79,51,0
0,83,60,0
0,92,61,0
0,85,60,0
0,77,55,0
0,83,56,0
0,83,58,0
0,86,55,0
0,90,60,0
0,94,63,0
0,89,60,0
0,77,57,0
0,81,55,0
0,75,56,0
0,77,60,0
0.01,77,58,1
0.08,73,59,1
0.03,72,55,1
0,77,55,0
0.12,65,60,1
0,73,55,0
0,70,50,0
0,70,54,0
0,72,52,0
0,77,50,0
0,77,50,0
0,85,55,0
0.27,65,59,1
0.12,69,59,1
0.08,74,58,1
0.01,70,55,1
0,73,57,0
0,74,55,0
0,81,56,0
0,81,53,0
0,78,54,0
0.01,71,55,1
0,69,60,0
0,72,58,0
0,77,52,0
0,64,51,0
0,66,55,0
0,74,52,0
0,77,54,0
0,64,53,0
0.03,73,55,1
0,73,54,0
0,75,54,0
0,72,53,0
0,73,52,0
0,81,55,0
0,92,57,0
0,70,53,0
0,62,52,0
0,70,55,0
0,67,53,0
0,73,56,0
0,75,50,0
0,69,51,0
0,70,46,0
0.02,67,47,1
0.16,60,45,1
0.13,61,48,1
0.64,64,48,1
0,58,47,0
0.14,57,40,1
0,59,38,0
0,63,42,0
0.05,59,44,1
0,60,44,0
0.28,54,38,1
0.03,55,48,1
0,60,47,0
0.77,51,46,1
0.39,52,47,1
0.05,56,44,1
0.29,53,43,1
0.15,57,45,1
0,55,40,0
0.09,55,40,1
0.69,54,46,1
0,55,41,0
0,59,42,0
0,65,45,0
0.14,64,49,1
0,63,47,0
0.19,66,45,1
0.14,58,43,1
0.24,58,41,1
0.16,52,48,1
1.04,52,42,1
0,53,38,0
0.01,49,36,1
0.12,53,43,1
0.02,57,45,1
0,51,41,0
0,50,38,0
0.15,53,44,1
0.21,55,48,1
2.95,56,53,1
0.35,60,54,1
0,65,51,0
0.62,56,44,1
0.71,54,41,1
0.12,51,40,1
0,53,43,0
0,54,37,0
0.34,50,37,1
0,43,30,0
0.02,45,36,1
0,44,39,0
0.42,53,40,1
0.28,53,49,1
0.8,54,51,1
2.93,55,47,1
0,47,37,0
0.1,45,33,1
0,48,37,0
0,49,38,0
0.28,51,38,1
0.28,43,33,1
0.33,45,36,1
0.05,45,35,1
0.16,53,43,1
0.82,52,41,1
0,48,40,0
0,50,35,0
0,45,32,0
0.54,49,43,1
0.24,50,45,1
0.21,47,40,1
0.09,43,38,1
0.01,41,36,1
0,43,34,0
0.02,47,37,1
0.22,45,34,1
0.11,41,34,1
0,49,39,0
0.45,41,21,1
0,24,17,0
0,21,14,0
0,20,12,0
0,26,15,0
0,30,18,0
0,31,24,0
0.13,36,29,1
0,40,34,0
0.15,43,33,1
0.05,33,12,1
0,22,12,0
0.03,39,20,1
0.02,44,39,1
0.01,44,40,1
0,47,33,0
0,44,31,0
0,40,28,0
0,37,26,0
0.09,37,30,1
0.5,44,33,1
0.35,44,39,1
0.35,42,39,1
0.31,47,40,1
0.73,51,46,1
0.94,53,48,1
0.28,51,47,1
0.22,51,46,1
0,48,41,0
0,46,42,0
0.06,52,45,1
0,53,40,0
0,45,33,0
0,46,31,0
0,47,27,0
0,39,28,0
0,40,34,0
0,45,32,0
0,46,29,0
0,45,27,0
0.04,37,26,1
0,44,30,0
0,40,26,0
0,42,29,0
0.58,48,36,1
0.24,57,45,1
0.5,57,46,1
0.55,54,45,1
0.68,58,49,1
0,51,36,0
0,56,32,0
0,57,44,0
0,62,41,0
0,46,39,0
0,49,37,0
0.1,52,40,1
0.23,49,46,1
0.38,53,45,1
0.07,63,51,1
0.15,54,47,1
0.02,49,42,1
0.01,49,38,1
0.18,51,39,1
1.58,51,46,1
0,51,40,0
0,53,36,0
0,51,36,0
0,52,35,0
0,55,35,0
0,63,40,0
0,66,38,0
0,63,36,0
0,59,36,0
0.55,42,35,1
1.04,48,39,1
0.79,50,42,1
0.25,44,33,1
0.32,45,31,1
0,48,35,0
0.02,47,37,1
0,50,38,0
0.24,44,33,1
0.13,46,35,1
0.29,45,34,1
0.37,50,38,1
0,50,38,0
0,49,38,0
0,51,37,0
0,57,33,0
0,60,39,0
0.24,55,36,1
0.02,52,40,1
0,59,39,0
0.01,53,39,1
0,50,39,0
0.03,54,41,1
0.36,44,41,1
0,48,37,0
0,53,35,0
0,56,32,0
0,53,40,0
0,53,40,0
0,65,39,0
0,61,41,0
0,53,46,0
0.2,49,42,1
1.46,51,41,1
2.64,49,46,1
0.7,53,41,1
0.12,50,39,1
0,52,37,0
0.38,50,38,1
0.07,52,40,1
0.26,52,34,1
0,57,35,0
0,66,38,0
0,63,41,0
0.03,55,45,1
0.07,57,43,1
0,65,42,0
0,54,42,0
0,64,43,0
0,71,42,0
0,72,44,0
0,63,46,0
0,56,44,0
0.32,52,40,1
0.13,52,39,1
0.01,55,38,1
0,55,38,0
0,57,43,0
0.07,54,42,1
0.07,60,41,1
0,73,41,0
0,72,45,0
0,72,45,0
0,64,45,0
0,65,46,0
0.06,60,49,1
0,59,50,0
0.37,58,47,1
0,55,43,0
0,57,39,0
0,64,46,0
0,64,44,0
0,57,49,0
0.01,59,49,1
0,61,45,0
0,68,43,0
0.08,70,50,1
0.16,53,49,1
0.08,55,48,1
0,57,50,0
0,67,51,0
0,62,49,0
0,62,45,0
0.04,62,47,1
0.42,60,44,1
0.08,61,46,1
0.04,62,47,1
0.02,63,48,1
0,64,49,0
0.03,56,48,1
0,63,46,0
0,65,48,0
0,67,52,0
0,60,48,0
0,58,45,0
0,63,42,0
0,70,48,0
0,62,53,0
0.1,56,52,1
0,70,52,0
0,76,50,0
0,75,54,0
0,65,49,0
0,64,50,0
0.04,64,48,1
0,63,49,0
0.34,67,50,1
0.14,60,48,1
0,66,50,0
0,72,48,0
0,75,53,0
0.55,55,49,1
0,65,49,0
0,69,52,0
0,72,53,0
0,71,53,0
0,67,54,0
0,72,54,0
0,76,53,0
0,77,53,0
0.1,64,53,1
0.02,72,53,1
